Date,Adj Close,Close,High,Low,Open,Volume
2015-01-02,173.1737823486328,205.42999267578125,206.8800048828125,204.17999267578125,206.3800048828125,121465900
2015-01-05,170.0463409423828,201.72000122070312,204.3699951171875,201.35000610351562,204.1699981689453,169632600
2015-01-06,168.44464111328125,199.82000732421875,202.72000122070312,198.86000061035156,202.08999633789062,209151400
2015-01-07,170.54368591308594,202.30999755859375,202.72000122070312,200.8800048828125,201.4199981689453,125346700
2015-01-08,173.56996154785156,205.89999389648438,206.16000366210938,203.99000549316406,204.00999450683594,147217800
2015-01-09,172.17904663085938,204.25,206.4199981689453,203.50999450683594,206.39999389648438,158567300
2015-01-12,170.8302764892578,202.64999389648438,204.60000610351562,201.9199981689453,204.41000366210938,144396100
2015-01-13,170.3498077392578,202.0800018310547,205.47999572753906,200.50999450683594,204.1199951171875,214553300
2015-01-14,169.3212890625,200.86000061035156,201.10000610351562,198.57000732421875,199.64999389648438,192991100
2015-01-15,167.77024841308594,199.02000427246094,202.00999450683594,198.8800048828125,201.6300048828125,176613900
2015-01-16,169.97042846679688,201.6300048828125,201.82000732421875,198.5500030517578,198.77000427246094,211879600
2015-01-20,170.3329620361328,202.05999755859375,202.72000122070312,200.1699981689453,202.39999389648438,130991100
2015-01-21,171.19277954101562,203.0800018310547,203.66000366210938,200.94000244140625,201.5,122942700
2015-01-22,173.7385711669922,206.10000610351562,206.25999450683594,202.3300018310547,203.99000549316406,174356000
2015-01-23,172.78598022460938,204.97000122070312,206.10000610351562,204.80999755859375,205.7899932861328,117516800
2015-01-26,173.1906280517578,205.4499969482422,205.55999755859375,203.85000610351562,204.7100067138672,92009700
2015-01-27,170.90615844726562,202.74000549316406,204.1199951171875,201.74000549316406,202.97000122070312,134044600
2015-01-28,168.7144012451172,200.13999938964844,204.2899932861328,199.91000366210938,204.1699981689453,168514300
2015-01-29,170.2738494873047,201.99000549316406,202.3000030517578,198.67999267578125,200.3800048828125,173585400
