Date,Adj Close,Close,High,Low,Open,Volume
2015-01-02,24.34717559814453,27.332500457763672,27.860000610351562,26.837499618530273,27.84749984741211,212818400
2015-01-05,23.66127586364746,26.5625,27.162500381469727,26.352500915527344,27.072500228881836,257142000
2015-01-06,23.663497924804688,26.565000534057617,26.857500076293945,26.157499313354492,26.635000228881836,263188400
2015-01-07,23.99531364440918,26.9375,27.049999237060547,26.674999237060547,26.799999237060547,160423600
2015-01-08,24.917264938354492,27.97249984741211,28.037500381469727,27.174999237060547,27.3075008392334,237458000
2015-01-09,24.943986892700195,28.002500534057617,28.3125,27.552499771118164,28.167499542236328,214798000
2015-01-12,24.329355239868164,27.3125,28.157499313354492,27.200000762939453,28.149999618530273,198603200
2015-01-13,24.545368194580078,27.55500030517578,28.200000762939453,27.227500915527344,27.857500076293945,268367600
2015-01-14,24.451839447021484,27.450000762939453,27.622499465942383,27.125,27.260000228881836,195826400
2015-01-15,23.7882080078125,26.704999923706055,27.514999389648438,26.665000915527344,27.5,240056000
2015-01-16,23.603370666503906,26.497499465942383,26.895000457763672,26.299999237060547,26.75749969482422,314053200
2015-01-20,24.211332321166992,27.18000030517578,27.24250030517578,26.625,26.959999084472656,199599600
2015-01-21,24.396167755126953,27.387500762939453,27.764999389648438,27.0674991607666,27.237499237060547,194303600
2015-01-22,25.03084373474121,28.100000381469727,28.11750030517578,27.43000030517578,27.565000534057617,215185600
2015-01-23,25.16000747680664,28.2450008392334,28.4375,27.88249969482422,28.075000762939453,185859200
2015-01-26,25.186729431152344,28.274999618530273,28.59000015258789,28.200000762939453,28.434999465942383,222460000
2015-01-27,24.30485725402832,27.28499984741211,28.1200008392334,27.25749969482422,28.104999542236328,382274800
2015-01-28,25.678884506225586,28.827499389648438,29.530000686645508,28.827499389648438,29.407499313354492,585908400
2015-01-29,26.47835922241211,29.725000381469727,29.797500610351562,28.889999389648438,29.079999923706055,337745600
2015-01-30,26.090871810913086,29.290000915527344,30.0,29.212499618530273,29.600000381469727,334982000
2015-02-02,26.418224334716797,29.657499313354492,29.792499542236328,29.020000457763672,29.512500762939453,250956400
2015-02-03,26.42268180847168,29.662500381469727,29.772499084472656,29.40250015258789,29.625,207662800
2015-02-04,26.625337600708008,29.889999389648438,30.127500534057617,29.577499389648438,29.625,280598800
2015-02-05,26.81537437438965,29.985000610351562,30.0575008392334,29.8125,30.0049991607666,168984800
2015-02-06,26.589567184448242,29.732500076293945,30.0625,29.612499237060547,30.0049991607666,174826400
2015-02-09,26.766191482543945,29.93000030517578,29.959999084472656,29.607500076293945,29.637500762939453,155559200
2015-02-10,27.28040313720703,30.5049991607666,30.537500381469727,30.040000915527344,30.042499542236328,248034000
2015-02-11,27.91982078552246,31.219999313354492,31.229999542236328,30.625,30.6924991607666,294247200
2015-02-12,28.273073196411133,31.614999771118164,31.8700008392334,31.392499923706055,31.514999389648438,297898000
2015-02-13,28.411685943603516,31.770000457763672,31.81999969482422,31.412500381469727,31.81999969482422,217088800
2015-02-17,28.579368591308594,31.957500457763672,32.220001220703125,31.729999542236328,31.872499465942383,252609600
2015-02-18,28.778343200683594,32.18000030517578,32.19499969482422,31.862499237060547,31.907499313354492,179566800
2015-02-19,28.717975616455078,32.11249923706055,32.25749969482422,32.08250045776367,32.119998931884766,149449600
2015-02-20,28.952735900878906,32.375,32.375,32.01250076293945,32.154998779296875,195793600
2015-02-23,29.7352294921875,33.25,33.25,32.415000915527344,32.505001068115234,283896400
2015-02-24,29.54967498779297,33.04249954223633,33.400001525878906,32.79249954223633,33.23500061035156,276912400
2015-02-25,28.79399299621582,32.1974983215332,32.900001525878906,32.037498474121094,32.88999938964844,298846800
2015-02-26,29.158416748046875,32.60499954223633,32.717498779296875,31.65250015258789,32.1974983215332,365150000
2015-02-27,28.720218658447266,32.1150016784668,32.64250183105469,32.060001373291016,32.5,248059200
2015-03-02,28.861066818237305,32.272499084472656,32.56999969482422,32.07500076293945,32.3125,192386800
2015-03-03,28.921438217163086,32.34000015258789,32.380001068115234,32.022499084472656,32.2400016784668,151265200
2015-03-04,28.738107681274414,32.1349983215332,32.38999938964844,32.08000183105469,32.275001525878906,126665200
2015-03-05,28.261898040771484,31.602500915527344,32.1875,31.440000534057617,32.14500045776367,226068400
2015-03-06,28.304370880126953,31.649999618530273,32.342498779296875,31.565000534057617,32.099998474121094,291368400
2015-03-09,28.425098419189453,31.78499984741211,32.39250183105469,31.264999389648438,31.989999771118164,354114000
2015-03-10,27.837100982666016,31.127500534057617,31.80500030517578,30.950000762939453,31.602500915527344,275426400
2015-03-11,27.3295841217041,30.559999465942383,31.1924991607666,30.52750015258789,31.1875,275756000
2015-03-12,27.82368278503418,31.112499237060547,31.225000381469727,30.407499313354492,30.577499389648438,193450800
2015-03-13,27.63141441345215,30.897499084472656,31.350000381469727,30.645000457763672,31.100000381469727,207309200
2015-03-16,27.93547248840332,31.237499237060547,31.237499237060547,30.717500686645508,30.969999313354492,143497200
2015-03-17,28.402742385864258,31.760000228881836,31.829999923706055,31.412500381469727,31.475000381469727,204092400
2015-03-18,28.722448348999023,32.11750030517578,32.290000915527344,31.592500686645508,31.75,261083600
2015-03-19,28.505592346191406,31.875,32.3125,31.850000381469727,32.1875,183238000
2015-03-20,28.147869110107422,31.475000381469727,32.099998474121094,31.290000915527344,32.0625,274780400
2015-03-23,28.440752029418945,31.802499771118164,31.962499618530273,31.6299991607666,31.780000686645508,150838800
2015-03-24,28.324491500854492,31.672500610351562,32.0099983215332,31.639999389648438,31.8075008392334,131369200
2015-03-25,27.584461212158203,30.844999313354492,31.704999923706055,30.844999313354492,31.635000228881836,206620800
2015-03-26,27.776737213134766,31.059999465942383,31.219999313354492,30.649999618530273,30.690000534057617,190291600
2015-03-27,27.555404663085938,30.8125,31.174999237060547,30.727500915527344,31.142499923706055,158184800
2015-03-30,28.25295066833496,31.592500686645508,31.600000381469727,31.0,31.012500762939453,188398800
2015-03-31,27.8192138671875,31.107500076293945,31.622499465942383,31.09000015258789,31.522499084472656,168362400
2015-04-01,27.77897834777832,31.0625,31.280000686645508,30.774999618530273,31.204999923706055,162485600
2015-04-02,28.01819610595703,31.329999923706055,31.389999389648438,31.047500610351562,31.25749969482422,128880400
2015-04-06,28.47205924987793,31.837499618530273,31.877500534057617,31.082500457763672,31.11750030517578,148776000
2015-04-07,28.172456741333008,31.502500534057617,32.029998779296875,31.4950008392334,31.90999984741211,140049200
2015-04-08,28.080799102783203,31.399999618530273,31.600000381469727,31.24250030517578,31.462499618530273,149316800
2015-04-09,28.295427322387695,31.639999389648438,31.645000457763672,31.165000915527344,31.462499618530273,129936000
2015-04-10,28.416156768798828,31.774999618530273,31.802499771118164,31.315000534057617,31.487499237060547,160752000
2015-04-13,28.36026382446289,31.712499618530273,32.14250183105469,31.65250015258789,32.092498779296875,145460400
2015-04-14,28.2372989654541,31.575000762939453,31.822500228881836,31.477500915527344,31.75,102098400
2015-04-15,28.344614028930664,31.69499969482422,31.782499313354492,31.502500534057617,31.602500915527344,115881600
2015-04-16,28.208229064941406,31.542499542236328,31.774999618530273,31.52750015258789,31.56999969482422,113476000
2015-04-17,27.890758514404297,31.1875,31.53499984741211,31.114999771118164,31.387500762939453,207828000
2015-04-20,28.52794647216797,31.899999618530273,32.029998779296875,31.292499542236328,31.392499923706055,188217200
2015-04-21,28.373682022094727,31.727500915527344,32.04999923706055,31.667499542236328,32.025001525878906,129740400
2015-04-22,28.755985260009766,32.154998779296875,32.217498779296875,31.579999923706055,31.747499465942383,150618000
2015-04-23,28.990741729736328,32.41749954223633,32.60499954223633,32.03499984741211,32.07500076293945,183083600
2015-04-24,29.12712287902832,32.56999969482422,32.657501220703125,32.307498931884766,32.622501373291016,178103600
2015-04-27,29.6569881439209,33.162498474121094,33.282501220703125,32.787498474121094,33.07749938964844,387816800
2015-04-28,29.189720153808594,32.63999938964844,33.6349983215332,32.39250183105469,33.6150016784668,475696000
2015-04-29,28.760452270507812,32.15999984741211,32.897499084472656,32.07500076293945,32.540000915527344,253544400
2015-04-30,27.980186462402344,31.287500381469727,32.15999984741211,31.145000457763672,32.15999984741211,332781600
2015-05-01,28.82976722717285,32.23749923706055,32.532501220703125,31.325000762939453,31.524999618530273,234050400
2015-05-04,28.773868560791016,32.17499923706055,32.64250183105469,32.064998626708984,32.375,203953200
2015-05-05,28.12551498413086,31.450000762939453,32.11249923706055,31.44499969482422,32.037498474121094,197085600
2015-05-06,27.94888687133789,31.252500534057617,31.6875,30.84000015258789,31.639999389648438,288564000
2015-05-07,28.121761322021484,31.315000534057617,31.520000457763672,31.0049991607666,31.1924991607666,175763600
2015-05-08,28.651596069335938,31.905000686645508,31.905000686645508,31.52750015258789,31.670000076293945,222201600
2015-05-11,28.359737396240234,31.579999923706055,31.889999389648438,31.407499313354492,31.84749984741211,168143200
2015-05-12,28.258710861206055,31.467500686645508,31.719999313354492,31.204999923706055,31.399999618530273,192640000
2015-05-13,28.290138244628906,31.502500534057617,31.797500610351562,31.467500686645508,31.537500381469727,138776800
2015-05-14,28.9501895904541,32.23749923706055,32.23749923706055,31.790000915527344,31.852500915527344,180814000
